,SLX.13007.i701_i502,SLX.13007.i701_i503
ENSMUSG00000035673,95,98
ENSMUSG00000035674,91,54
ENSMUSG00000035678,10,1
ENSMUSG00000035683,54,65
ENSMUSG00000035696,107,88
ENSMUSG00000035697,212,200
ENSMUSG00000035704,125,110
ENSMUSG00000035711,230,167
ENSMUSG00000035713,7,3
ENSMUSG00000035722,80,53
ENSMUSG00000035725,29,29
ENSMUSG00000035726,494,405
ENSMUSG00000035754,268,199
ENSMUSG00000035757,29,26
ENSMUSG00000035759,3,2
ENSMUSG00000035762,32,28
ENSMUSG00000035764,75,65
ENSMUSG00000035765,153,94
ENSMUSG00000035769,5,2
ENSMUSG00000035770,59,52
ENSMUSG00000035772,163,142
ENSMUSG00000035776,33,27
ENSMUSG00000035778,107,62
ENSMUSG00000035781,124,127
ENSMUSG00000035790,35,46
ENSMUSG00000035798,34,24
ENSMUSG00000035824,24,31
ENSMUSG00000035828,65,39
ENSMUSG00000035829,2,7
ENSMUSG00000035834,42,25
ENSMUSG00000035835,183,151
ENSMUSG00000035840,17,24
ENSMUSG00000035842,82,85
ENSMUSG00000035845,41,25
ENSMUSG00000035847,11,6
ENSMUSG00000035851,180,133
ENSMUSG00000035863,71,95
ENSMUSG00000035868,8,3
ENSMUSG00000035877,6,7
ENSMUSG00000035885,533,384
ENSMUSG00000035890,94,65
ENSMUSG00000035891,60,63
ENSMUSG00000035898,108,100
ENSMUSG00000035900,67,51
ENSMUSG00000035901,247,161
ENSMUSG00000035914,8,6
ENSMUSG00000035919,38,20
ENSMUSG00000035929,46,49
ENSMUSG00000035933,103,88
ENSMUSG00000035941,155,119
ENSMUSG00000035944,17,20
ENSMUSG00000035949,93,62
ENSMUSG00000035953,58,54
ENSMUSG00000035958,99,107
ENSMUSG00000035960,124,100
ENSMUSG00000035967,66,48
ENSMUSG00000035992,65,63
ENSMUSG00000036002,5,2
ENSMUSG00000036006,112,113
ENSMUSG00000036009,32,35
ENSMUSG00000036019,10,17
ENSMUSG00000036022,46,35
ENSMUSG00000036023,194,129
ENSMUSG00000036026,52,48
ENSMUSG00000036040,0,0
ENSMUSG00000036046,79,90
ENSMUSG00000036052,1,3
ENSMUSG00000036053,1,0
ENSMUSG00000036054,137,132
ENSMUSG00000036057,81,75
ENSMUSG00000036061,42,29
ENSMUSG00000036067,84,101
ENSMUSG00000036073,13,14
ENSMUSG00000036078,113,90
ENSMUSG00000036086,24,41
ENSMUSG00000036087,101,81
ENSMUSG00000036093,100,102
ENSMUSG00000036097,132,166
ENSMUSG00000036099,43,29
ENSMUSG00000036104,151,76
ENSMUSG00000036106,15,10
ENSMUSG00000036109,139,156
ENSMUSG00000036111,80,71
ENSMUSG00000036112,508,344
ENSMUSG00000036114,31,38
ENSMUSG00000036120,26,14
ENSMUSG00000036138,49,55
ENSMUSG00000036144,5,3
ENSMUSG00000036155,524,537
ENSMUSG00000036158,1,0
ENSMUSG00000036160,57,79
ENSMUSG00000036167,200,155
ENSMUSG00000036172,0,2
ENSMUSG00000036180,320,319
ENSMUSG00000036181,72,74
ENSMUSG00000036185,0,2
ENSMUSG00000036186,12,5
ENSMUSG00000036188,63,39
ENSMUSG00000036197,29,61
ENSMUSG00000036199,206,129
ENSMUSG00000036202,394,358
ENSMUSG00000036208,31,36
ENSMUSG00000036214,0,1
ENSMUSG00000036223,42,40
ENSMUSG00000036225,49,34
ENSMUSG00000036241,358,305
ENSMUSG00000036246,194,154
ENSMUSG00000036249,107,101
ENSMUSG00000036256,22,27
ENSMUSG00000036257,81,62
ENSMUSG00000036270,131,148
ENSMUSG00000036273,16,11
ENSMUSG00000036275,344,350
ENSMUSG00000036278,27,35
ENSMUSG00000036281,41,34
ENSMUSG00000036282,57,68
ENSMUSG00000036285,136,120
ENSMUSG00000036291,107,79
ENSMUSG00000036292,11,6
ENSMUSG00000036295,10,3
ENSMUSG00000036299,88,64
ENSMUSG00000036309,547,349
ENSMUSG00000036315,35,11
ENSMUSG00000036323,491,486
ENSMUSG00000036327,47,35
ENSMUSG00000036330,55,56
ENSMUSG00000036333,169,167
ENSMUSG00000036339,44,47
ENSMUSG00000036352,149,125
ENSMUSG00000036356,61,46
ENSMUSG00000036362,0,8
ENSMUSG00000036368,23,0
ENSMUSG00000036371,1429,1146
ENSMUSG00000036372,181,141
ENSMUSG00000036376,63,34
ENSMUSG00000036381,35,33
ENSMUSG00000036390,5,5
ENSMUSG00000036391,47,41
ENSMUSG00000036398,86,42
ENSMUSG00000036402,727,615
ENSMUSG00000036403,39,59
ENSMUSG00000036411,12,10
ENSMUSG00000036427,866,705
ENSMUSG00000036430,54,56
ENSMUSG00000036432,35,30
ENSMUSG00000036435,97,96
ENSMUSG00000036438,904,694
ENSMUSG00000036442,59,64
ENSMUSG00000036450,102,79
ENSMUSG00000036452,90,74
ENSMUSG00000036461,736,617
ENSMUSG00000036466,10,7
ENSMUSG00000036473,31,22
ENSMUSG00000036478,16,11
ENSMUSG00000036499,99,79
ENSMUSG00000036501,59,59
ENSMUSG00000036503,149,167
ENSMUSG00000036504,27,28
ENSMUSG00000036513,76,68
ENSMUSG00000036529,204,146
ENSMUSG00000036533,35,20
ENSMUSG00000036534,43,20
ENSMUSG00000036537,5,4
ENSMUSG00000036550,555,478
ENSMUSG00000036552,23,8
ENSMUSG00000036553,27,6
ENSMUSG00000036555,58,34
ENSMUSG00000036561,17,22
ENSMUSG00000036565,214,280
ENSMUSG00000036568,64,56
ENSMUSG00000036572,129,95
ENSMUSG00000036580,33,34
ENSMUSG00000036587,77,79
ENSMUSG00000036591,119,101
ENSMUSG00000036599,150,97
ENSMUSG00000036606,138,163
ENSMUSG00000036611,10,10
ENSMUSG00000036613,78,98
ENSMUSG00000036615,37,53
ENSMUSG00000036620,198,162
ENSMUSG00000036622,272,230
ENSMUSG00000036632,157,104
ENSMUSG00000036634,25,16
ENSMUSG00000036636,77,41
ENSMUSG00000036639,58,53
ENSMUSG00000036644,225,253
ENSMUSG00000036646,67,87
ENSMUSG00000036661,30,25
ENSMUSG00000036672,64,68
ENSMUSG00000036676,26,30
ENSMUSG00000036678,167,95
ENSMUSG00000036686,16,7
ENSMUSG00000036693,229,180
ENSMUSG00000036698,445,379
ENSMUSG00000036707,309,312
ENSMUSG00000036712,83,64
ENSMUSG00000036718,31,26
ENSMUSG00000036721,18,26
ENSMUSG00000036737,61,66
ENSMUSG00000036748,288,210
ENSMUSG00000036751,389,309
ENSMUSG00000036752,425,361
ENSMUSG00000036764,4,5
ENSMUSG00000036768,358,251
ENSMUSG00000036769,22,31
ENSMUSG00000036775,10,1
ENSMUSG00000036777,176,212
ENSMUSG00000036779,101,71
ENSMUSG00000036781,344,220
ENSMUSG00000036790,0,6
ENSMUSG00000036792,37,34
ENSMUSG00000036810,30,36
ENSMUSG00000036817,90,115
ENSMUSG00000036819,36,31
ENSMUSG00000036820,80,88
ENSMUSG00000036822,135,128
ENSMUSG00000036825,34,38
ENSMUSG00000036833,97,61
ENSMUSG00000036835,18,13
ENSMUSG00000036840,39,27
ENSMUSG00000036845,46,46
ENSMUSG00000036850,79,41
ENSMUSG00000036854,6,9
ENSMUSG00000036860,59,46
ENSMUSG00000036864,37,14
ENSMUSG00000036867,1,5
ENSMUSG00000036873,29,28
ENSMUSG00000036875,85,41
ENSMUSG00000036879,177,127
ENSMUSG00000036880,147,103
ENSMUSG00000036882,18,10
ENSMUSG00000036885,0,0
ENSMUSG00000036890,18,8
ENSMUSG00000036893,320,279
ENSMUSG00000036894,3,4
ENSMUSG00000036898,83,25
ENSMUSG00000036902,40,30
ENSMUSG00000036908,121,99
ENSMUSG00000036916,106,104
ENSMUSG00000036918,177,134
ENSMUSG00000036928,0,0
ENSMUSG00000036931,40,11
ENSMUSG00000036932,133,95
ENSMUSG00000036934,30,17
ENSMUSG00000036940,194,179
ENSMUSG00000036941,18,10
ENSMUSG00000036943,158,98
ENSMUSG00000036944,17,16
ENSMUSG00000036948,43,38
ENSMUSG00000036955,75,65
ENSMUSG00000036959,26,32
ENSMUSG00000036966,20,11
ENSMUSG00000036968,59,60
ENSMUSG00000036975,27,21
ENSMUSG00000036977,58,36
ENSMUSG00000036980,103,109
ENSMUSG00000036983,23,14
ENSMUSG00000036985,41,32
ENSMUSG00000036986,109,88
ENSMUSG00000036989,13,4
ENSMUSG00000036990,350,322
ENSMUSG00000036992,190,131
ENSMUSG00000037001,20,29
ENSMUSG00000037003,1,0
ENSMUSG00000037007,35,36
ENSMUSG00000037012,170,160
ENSMUSG00000037013,165,146
ENSMUSG00000037017,66,42
ENSMUSG00000037020,96,66
ENSMUSG00000037022,5,4
ENSMUSG00000037029,111,107
ENSMUSG00000037049,40,40
ENSMUSG00000037058,1480,1039
ENSMUSG00000037062,174,182
ENSMUSG00000037070,52,56
ENSMUSG00000037071,37,19
ENSMUSG00000037072,423,341
ENSMUSG00000037075,91,93
ENSMUSG00000037085,24,30
ENSMUSG00000037089,241,222
ENSMUSG00000037095,0,0
ENSMUSG00000037098,11,4
ENSMUSG00000037103,48,20
ENSMUSG00000037104,71,53
ENSMUSG00000037108,12,7
ENSMUSG00000037110,100,77
ENSMUSG00000037111,157,120
ENSMUSG00000037112,82,62
ENSMUSG00000037119,193,219
ENSMUSG00000037134,77,66
ENSMUSG00000037148,24,29
ENSMUSG00000037149,402,246
ENSMUSG00000037151,39,23
ENSMUSG00000037152,96,56
ENSMUSG00000037161,7,11
ENSMUSG00000037172,27,35
ENSMUSG00000037174,155,128
ENSMUSG00000037185,12,12
ENSMUSG00000037190,35,42
ENSMUSG00000037197,196,115
ENSMUSG00000037204,133,111
ENSMUSG00000037210,128,127
ENSMUSG00000037211,49,45
ENSMUSG00000037214,21,12
ENSMUSG00000037216,12,2
ENSMUSG00000037221,70,45
ENSMUSG00000037225,0,0
ENSMUSG00000037234,159,128
ENSMUSG00000037235,151,105
ENSMUSG00000037236,483,425
ENSMUSG00000037239,17,4
ENSMUSG00000037242,170,144
ENSMUSG00000037243,39,34
ENSMUSG00000037251,27,20
ENSMUSG00000037253,50,43
ENSMUSG00000037257,137,138
ENSMUSG00000037260,64,27
ENSMUSG00000037262,52,46
ENSMUSG00000037266,641,555
ENSMUSG00000037270,283,286
ENSMUSG00000037275,144,119
ENSMUSG00000037278,144,101
ENSMUSG00000037280,0,7
ENSMUSG00000037286,196,145
ENSMUSG00000037287,46,78
ENSMUSG00000037295,155,96
ENSMUSG00000037296,72,85
ENSMUSG00000037300,114,51
ENSMUSG00000037306,64,37
ENSMUSG00000037313,242,209
ENSMUSG00000037315,32,22
ENSMUSG00000037316,96,38
ENSMUSG00000037318,167,100
ENSMUSG00000037321,381,306
ENSMUSG00000037325,6,1
ENSMUSG00000037326,20,25
ENSMUSG00000037331,390,341
ENSMUSG00000037337,180,158
ENSMUSG00000037339,41,75
ENSMUSG00000037341,21,23
ENSMUSG00000037343,120,115
ENSMUSG00000037344,28,19
ENSMUSG00000037348,49,26
ENSMUSG00000037349,21,15
ENSMUSG00000037351,136,109
ENSMUSG00000037353,86,74
ENSMUSG00000037355,28,21
ENSMUSG00000037361,283,169
ENSMUSG00000037363,6,8
ENSMUSG00000037364,420,290
ENSMUSG00000037366,15,22
ENSMUSG00000037369,180,91
ENSMUSG00000037370,2,8
ENSMUSG00000037373,360,288
ENSMUSG00000037375,7,4
ENSMUSG00000037376,160,110
ENSMUSG00000037386,137,138
ENSMUSG00000037395,47,44
ENSMUSG00000037400,515,449
ENSMUSG00000037405,15,25
ENSMUSG00000037408,53,40
ENSMUSG00000037410,60,65
ENSMUSG00000037415,102,76
ENSMUSG00000037416,146,131
ENSMUSG00000037419,394,288
ENSMUSG00000037426,100,110
ENSMUSG00000037432,14,6
ENSMUSG00000037434,25,13
ENSMUSG00000037443,137,85
ENSMUSG00000037447,49,39
ENSMUSG00000037458,206,125
ENSMUSG00000037461,258,194
ENSMUSG00000037465,37,33
ENSMUSG00000037466,103,71
ENSMUSG00000037470,333,285
ENSMUSG00000037474,355,291
ENSMUSG00000037475,318,329
ENSMUSG00000037486,227,194
ENSMUSG00000037487,310,243
ENSMUSG00000037499,75,29
ENSMUSG00000037503,216,164
ENSMUSG00000037509,8,2
ENSMUSG00000037514,103,84
ENSMUSG00000037519,97,67
ENSMUSG00000037523,93,61
ENSMUSG00000037525,28,13
ENSMUSG00000037526,29,24
ENSMUSG00000037531,82,67
ENSMUSG00000037533,209,167
ENSMUSG00000037536,45,28
ENSMUSG00000037544,130,157
ENSMUSG00000037548,6,5
ENSMUSG00000037552,75,35
ENSMUSG00000037553,57,73
ENSMUSG00000037563,107,74
ENSMUSG00000037568,8,6
ENSMUSG00000037570,29,33
ENSMUSG00000037572,159,142
ENSMUSG00000037573,25,8
ENSMUSG00000037580,172,109
ENSMUSG00000037594,2,5
ENSMUSG00000037601,364,242
ENSMUSG00000037606,89,68
ENSMUSG00000037608,676,492
ENSMUSG00000037617,1,3
ENSMUSG00000037622,16,42
ENSMUSG00000037628,23,24
ENSMUSG00000037636,15,6
ENSMUSG00000037638,0,0
ENSMUSG00000037640,34,26
ENSMUSG00000037643,32,12
ENSMUSG00000037646,358,298
ENSMUSG00000037649,244,196
ENSMUSG00000037652,134,122
ENSMUSG00000037656,109,73
ENSMUSG00000037661,45,38
ENSMUSG00000037669,111,123
ENSMUSG00000037674,250,262
ENSMUSG00000037679,53,21
ENSMUSG00000037683,8,2
ENSMUSG00000037685,35,29
ENSMUSG00000037692,60,38
ENSMUSG00000037697,34,23
ENSMUSG00000037703,0,3
ENSMUSG00000037706,405,284
ENSMUSG00000037710,92,87
ENSMUSG00000037720,167,171
ENSMUSG00000037722,5,1
ENSMUSG00000037725,91,90
ENSMUSG00000037730,47,43
ENSMUSG00000037731,59,29
ENSMUSG00000037736,222,149
ENSMUSG00000037740,112,87
ENSMUSG00000037742,5007,3943
ENSMUSG00000037750,52,47
ENSMUSG00000037752,15,17
ENSMUSG00000037759,33,47
ENSMUSG00000037761,52,34
ENSMUSG00000037772,10,18
ENSMUSG00000037773,54,57
ENSMUSG00000037787,172,109
ENSMUSG00000037791,139,95
ENSMUSG00000037795,116,87
ENSMUSG00000037805,114,119
ENSMUSG00000037808,168,90
ENSMUSG00000037815,178,146
ENSMUSG00000037816,12,7
ENSMUSG00000037818,17,10
ENSMUSG00000037822,128,99
ENSMUSG00000037824,237,239
ENSMUSG00000037826,21,35
ENSMUSG00000037845,15,10
ENSMUSG00000037846,16,35
ENSMUSG00000037847,17,6
ENSMUSG00000037849,4,6
ENSMUSG00000037851,309,237
ENSMUSG00000037857,144,150
ENSMUSG00000037860,107,97
ENSMUSG00000037868,30,15
ENSMUSG00000037876,488,432
ENSMUSG00000037885,45,58
ENSMUSG00000037890,13,14
ENSMUSG00000037894,89,50
ENSMUSG00000037896,212,171
ENSMUSG00000037902,75,85
ENSMUSG00000037904,11,15
ENSMUSG00000037905,317,307
ENSMUSG00000037907,57,14
ENSMUSG00000037913,73,47
ENSMUSG00000037916,251,241
ENSMUSG00000037922,4,4
ENSMUSG00000037926,280,216
ENSMUSG00000037933,55,90
ENSMUSG00000037935,93,57
ENSMUSG00000037936,216,192
ENSMUSG00000037938,53,37
ENSMUSG00000037940,36,36
ENSMUSG00000037946,46,28
ENSMUSG00000037949,59,33
ENSMUSG00000037957,50,33
ENSMUSG00000037958,102,82
ENSMUSG00000037960,97,53
ENSMUSG00000037965,203,175
ENSMUSG00000037966,249,223
ENSMUSG00000037971,19,20
ENSMUSG00000037972,61,19
ENSMUSG00000037977,1,6
ENSMUSG00000037982,1,9
ENSMUSG00000037991,38,41
ENSMUSG00000037992,3,6
ENSMUSG00000037993,135,149
ENSMUSG00000037996,1,2
ENSMUSG00000037997,49,35
ENSMUSG00000037999,72,83
ENSMUSG00000038000,133,118
ENSMUSG00000038002,143,135
ENSMUSG00000038005,176,125
ENSMUSG00000038007,0,4
ENSMUSG00000038010,18,24
ENSMUSG00000038013,48,38
ENSMUSG00000038014,543,458
ENSMUSG00000038022,24,22
ENSMUSG00000038023,60,78
ENSMUSG00000038024,63,60
ENSMUSG00000038025,61,44
ENSMUSG00000038028,16,11
ENSMUSG00000038034,56,80
ENSMUSG00000038039,96,107
ENSMUSG00000038042,5,8
ENSMUSG00000038045,2,1
ENSMUSG00000038046,33,25
ENSMUSG00000038047,122,109
ENSMUSG00000038055,26,16
ENSMUSG00000038056,396,327
ENSMUSG00000038058,4,1
ENSMUSG00000038059,30,22
ENSMUSG00000038069,22,17
ENSMUSG00000038070,77,75
ENSMUSG00000038072,76,44
ENSMUSG00000038079,12,34
ENSMUSG00000038080,18,22
ENSMUSG00000038084,142,153
ENSMUSG00000038095,465,414
ENSMUSG00000038102,110,90
ENSMUSG00000038116,88,61
ENSMUSG00000038119,102,76
ENSMUSG00000038121,113,78
ENSMUSG00000038122,15,11
ENSMUSG00000038126,112,102
ENSMUSG00000038127,209,200
ENSMUSG00000038128,5,5
ENSMUSG00000038141,22,11
ENSMUSG00000038145,24,37
ENSMUSG00000038147,53,33
ENSMUSG00000038150,20,13
ENSMUSG00000038151,98,78
ENSMUSG00000038156,6,6
ENSMUSG00000038160,73,64
ENSMUSG00000038170,14,9
ENSMUSG00000038172,5,17
ENSMUSG00000038173,3,2
ENSMUSG00000038174,47,56
ENSMUSG00000038175,36,20
ENSMUSG00000038178,46,41
ENSMUSG00000038180,5,7
ENSMUSG00000038181,31,16
ENSMUSG00000038187,60,50
ENSMUSG00000038188,0,0
ENSMUSG00000038205,20,7
ENSMUSG00000038206,124,77
ENSMUSG00000038208,20,3
ENSMUSG00000038212,162,143
ENSMUSG00000038213,33,41
ENSMUSG00000038214,52,43
ENSMUSG00000038215,55,69
ENSMUSG00000038217,14,0
ENSMUSG00000038225,32,24
ENSMUSG00000038227,524,462
ENSMUSG00000038235,5,5
ENSMUSG00000038236,117,126
ENSMUSG00000038240,23,16
ENSMUSG00000038241,108,124
ENSMUSG00000038250,119,115
ENSMUSG00000038252,449,366
ENSMUSG00000038253,24,18
ENSMUSG00000038256,66,72
ENSMUSG00000038260,15,5
ENSMUSG00000038268,14,13
ENSMUSG00000038271,54,38
ENSMUSG00000038274,27,16
ENSMUSG00000038279,167,204
ENSMUSG00000038280,77,67
ENSMUSG00000038286,187,146
ENSMUSG00000038290,127,99
ENSMUSG00000038291,127,107
ENSMUSG00000038295,56,34
ENSMUSG00000038299,226,177
ENSMUSG00000038301,238,154
ENSMUSG00000038302,13,2
ENSMUSG00000038312,256,187
ENSMUSG00000038323,11,11
ENSMUSG00000038324,301,294
ENSMUSG00000038332,152,117
ENSMUSG00000038335,110,90
ENSMUSG00000038342,194,187
ENSMUSG00000038344,54,25
ENSMUSG00000038346,50,33
ENSMUSG00000038351,20,19
ENSMUSG00000038352,5,0
ENSMUSG00000038365,23,24
ENSMUSG00000038366,211,163
ENSMUSG00000038368,68,57
ENSMUSG00000038369,176,135
ENSMUSG00000038370,29,31
ENSMUSG00000038372,63,51
ENSMUSG00000038374,204,158
ENSMUSG00000038375,10,6
ENSMUSG00000038379,120,71
ENSMUSG00000038383,117,106
ENSMUSG00000038384,93,63
ENSMUSG00000038387,3,7
ENSMUSG00000038388,485,347
ENSMUSG00000038393,190,174
ENSMUSG00000038398,63,67
ENSMUSG00000038400,3,1
ENSMUSG00000038406,100,97
ENSMUSG00000038412,40,20
ENSMUSG00000038416,163,167
ENSMUSG00000038417,65,74
ENSMUSG00000038418,14,13
ENSMUSG00000038422,0,2
ENSMUSG00000038425,90,54
ENSMUSG00000038429,358,274
ENSMUSG00000038437,23,23
ENSMUSG00000038446,151,134
ENSMUSG00000038451,5,8
ENSMUSG00000038459,116,79
ENSMUSG00000038462,355,234
ENSMUSG00000038463,14,19
ENSMUSG00000038467,75,63
ENSMUSG00000038473,0,4
ENSMUSG00000038481,215,197
ENSMUSG00000038482,239,203
ENSMUSG00000038485,53,36
ENSMUSG00000038486,8,13
ENSMUSG00000038489,9,12
ENSMUSG00000038495,38,56
ENSMUSG00000038497,34,21
ENSMUSG00000038500,49,32
ENSMUSG00000038502,211,195
ENSMUSG00000038503,174,166
ENSMUSG00000038506,55,29
ENSMUSG00000038507,21,2
ENSMUSG00000038510,116,122
ENSMUSG00000038517,8,23
ENSMUSG00000038518,182,139
ENSMUSG00000038520,48,63
ENSMUSG00000038523,11,5
ENSMUSG00000038524,3,12
ENSMUSG00000038525,97,69
ENSMUSG00000038527,2,4
ENSMUSG00000038533,92,85
ENSMUSG00000038534,29,29
ENSMUSG00000038535,125,99
ENSMUSG00000038538,299,219
ENSMUSG00000038542,83,60
ENSMUSG00000038543,115,110
ENSMUSG00000038544,176,107
ENSMUSG00000038545,58,67
ENSMUSG00000038546,107,84
ENSMUSG00000038550,8,4
ENSMUSG00000038563,76,66
ENSMUSG00000038564,19,17
ENSMUSG00000038569,3,5
ENSMUSG00000038576,11,7
ENSMUSG00000038578,122,159
ENSMUSG00000038582,105,64
ENSMUSG00000038587,2,0
ENSMUSG00000038593,27,19
ENSMUSG00000038594,72,51
ENSMUSG00000038604,443,373
ENSMUSG00000038605,48,31
ENSMUSG00000038607,11,8
ENSMUSG00000038608,698,572
ENSMUSG00000038611,250,280
ENSMUSG00000038612,230,229
ENSMUSG00000038615,138,134
ENSMUSG00000038618,16,15
ENSMUSG00000038619,151,142
ENSMUSG00000038622,97,49
ENSMUSG00000038623,172,178
ENSMUSG00000038628,203,159
ENSMUSG00000038633,161,116
ENSMUSG00000038637,7,8
ENSMUSG00000038642,48,27
ENSMUSG00000038644,284,281
ENSMUSG00000038646,18,20
ENSMUSG00000038648,53,27
ENSMUSG00000038650,310,225
ENSMUSG00000038658,45,50
ENSMUSG00000038664,320,279
ENSMUSG00000038668,30,53
ENSMUSG00000038671,89,54
ENSMUSG00000038679,332,315
ENSMUSG00000038683,180,142
ENSMUSG00000038685,93,77
ENSMUSG00000038690,239,147
ENSMUSG00000038695,43,41
ENSMUSG00000038696,121,96
ENSMUSG00000038697,68,69
ENSMUSG00000038705,47,31
ENSMUSG00000038708,263,228
ENSMUSG00000038712,56,68
ENSMUSG00000038717,15,13
ENSMUSG00000038718,24,15
ENSMUSG00000038722,83,50
ENSMUSG00000038732,23,13
ENSMUSG00000038733,355,318
ENSMUSG00000038736,92,89
ENSMUSG00000038740,114,115
ENSMUSG00000038742,3,8
ENSMUSG00000038759,304,353
ENSMUSG00000038762,450,276
ENSMUSG00000038763,2,1
ENSMUSG00000038766,144,164
ENSMUSG00000038773,185,158
ENSMUSG00000038774,128,83
ENSMUSG00000038776,0,5
ENSMUSG00000038780,20,27
ENSMUSG00000038782,2,0
ENSMUSG00000038784,104,88
ENSMUSG00000038797,9,16
ENSMUSG00000038803,80,97
ENSMUSG00000038806,118,87
ENSMUSG00000038807,4,9
ENSMUSG00000038811,34,35
ENSMUSG00000038812,9,6
ENSMUSG00000038816,12,11
ENSMUSG00000038822,9,34
ENSMUSG00000038827,95,68
ENSMUSG00000038828,89,93
ENSMUSG00000038831,16,12
ENSMUSG00000038836,23,12
ENSMUSG00000038838,44,25
ENSMUSG00000038843,15,12
ENSMUSG00000038844,69,44
ENSMUSG00000038845,94,99
ENSMUSG00000038848,137,133
ENSMUSG00000038855,82,72
ENSMUSG00000038860,2,1
ENSMUSG00000038861,40,26
ENSMUSG00000038866,85,92
ENSMUSG00000038871,5,9
ENSMUSG00000038872,36,42
ENSMUSG00000038876,10,15
ENSMUSG00000038880,27,23
ENSMUSG00000038884,24,17
ENSMUSG00000038886,183,156
ENSMUSG00000038888,39,47
ENSMUSG00000038893,76,61
ENSMUSG00000038894,25,26
ENSMUSG00000038895,10,15
ENSMUSG00000038900,41,34
ENSMUSG00000038902,108,70
ENSMUSG00000038909,328,251
ENSMUSG00000038910,53,42
ENSMUSG00000038914,334,267
ENSMUSG00000038930,34,23
ENSMUSG00000038936,76,52
ENSMUSG00000038943,177,160
ENSMUSG00000038949,20,38
ENSMUSG00000038954,42,36
ENSMUSG00000038957,83,119
ENSMUSG00000038963,29,23
ENSMUSG00000038965,191,106
ENSMUSG00000038967,4,0
ENSMUSG00000038970,57,73
ENSMUSG00000038975,125,118
ENSMUSG00000038976,62,65
ENSMUSG00000038982,39,37
ENSMUSG00000038990,50,35
ENSMUSG00000038991,411,368
ENSMUSG00000039000,191,134
ENSMUSG00000039001,202,127
ENSMUSG00000039005,2,6
ENSMUSG00000039007,28,7
ENSMUSG00000039013,25,32
ENSMUSG00000039016,70,65
ENSMUSG00000039018,76,53
ENSMUSG00000039031,668,499
ENSMUSG00000039033,62,34
ENSMUSG00000039041,22,40
ENSMUSG00000039046,35,52
ENSMUSG00000039047,92,98
ENSMUSG00000039048,90,79
ENSMUSG00000039050,85,66
ENSMUSG00000039055,32,33
ENSMUSG00000039057,7,5
ENSMUSG00000039065,24,26
ENSMUSG00000039067,447,363
ENSMUSG00000039068,175,108
ENSMUSG00000039069,65,21
ENSMUSG00000039081,9,7
ENSMUSG00000039086,17,9
ENSMUSG00000039087,235,265
ENSMUSG00000039089,84,47
ENSMUSG00000039096,24,9
ENSMUSG00000039100,165,117
ENSMUSG00000039103,5,1
ENSMUSG00000039105,78,62
ENSMUSG00000039108,15,22
ENSMUSG00000039109,1404,1236
ENSMUSG00000039115,64,94
ENSMUSG00000039117,40,24
ENSMUSG00000039126,225,212
ENSMUSG00000039128,207,193
ENSMUSG00000039130,71,85
ENSMUSG00000039145,37,25
ENSMUSG00000039148,220,223
ENSMUSG00000039153,165,165
ENSMUSG00000039156,47,56
ENSMUSG00000039157,19,14
ENSMUSG00000039158,137,146
ENSMUSG00000039159,53,51
ENSMUSG00000039163,60,31
ENSMUSG00000039164,14,11
ENSMUSG00000039166,17,3
ENSMUSG00000039167,1259,1035
ENSMUSG00000039168,232,217
ENSMUSG00000039176,74,43
ENSMUSG00000039178,42,40
ENSMUSG00000039182,61,47
ENSMUSG00000039183,251,214
ENSMUSG00000039187,41,41
ENSMUSG00000039191,75,51
ENSMUSG00000039193,7,15
ENSMUSG00000039195,12,7
ENSMUSG00000039197,168,103
ENSMUSG00000039199,15,14
ENSMUSG00000039201,36,25
ENSMUSG00000039202,278,232
ENSMUSG00000039205,56,65
ENSMUSG00000039206,32,23
ENSMUSG00000039208,14,7
ENSMUSG00000039210,51,23
ENSMUSG00000039218,1608,1457
ENSMUSG00000039219,371,347
ENSMUSG00000039220,72,83
ENSMUSG00000039221,89,58
ENSMUSG00000039230,165,184
ENSMUSG00000039231,131,115
ENSMUSG00000039232,11,8
ENSMUSG00000039233,117,66
ENSMUSG00000039234,17,34
ENSMUSG00000039236,9,7
ENSMUSG00000039238,2,0
ENSMUSG00000039242,65,73
ENSMUSG00000039244,65,64
ENSMUSG00000039253,10,7
ENSMUSG00000039254,77,53
ENSMUSG00000039262,280,259
ENSMUSG00000039263,248,156
ENSMUSG00000039270,19,16
ENSMUSG00000039275,72,64
ENSMUSG00000039285,67,89
ENSMUSG00000039286,403,358
ENSMUSG00000039294,134,103
ENSMUSG00000039298,128,121
ENSMUSG00000039304,11,6
ENSMUSG00000039307,7,3
ENSMUSG00000039308,72,54
ENSMUSG00000039316,43,74
ENSMUSG00000039318,187,182
ENSMUSG00000039345,44,14
ENSMUSG00000039354,72,60
ENSMUSG00000039356,167,135
ENSMUSG00000039357,58,48
ENSMUSG00000039361,220,155
ENSMUSG00000039367,352,225
ENSMUSG00000039377,0,11
ENSMUSG00000039382,37,20
ENSMUSG00000039384,1,6
ENSMUSG00000039396,73,107
ENSMUSG00000039414,76,81
ENSMUSG00000039427,28,34
ENSMUSG00000039428,133,101
ENSMUSG00000039431,1,5
ENSMUSG00000039449,78,51
ENSMUSG00000039450,36,10
ENSMUSG00000039456,262,162
ENSMUSG00000039458,36,46
ENSMUSG00000039461,38,28
